old_url,type,title,summary,body,publication_date,URN,attachment_1,attachment_1_title,attachment_2,attachment_2_title,attachment_3,attachment_3_title,attachment_4,attachment_4_title,attachment_5,attachment_5_title,attachment_6,attachment_6_title,attachment_7,attachment_7_title,attachment_8,attachment_8_title,attachment_9,attachment_9_title,associated_organisations,contact_info,i
http://www.dft.gov.uk/foi/dsa-ia003691,FOI,Waiting Times for Practical and Theory Tests in Wales and the Number of Examiners,Waiting Times for Practical and Theory Tests in Wales and the Number of Examiners,"## Summary

What were the waiting times for car practical amd theory tests at every test centre in Wales during 2009/10, 2010/11 and 2011/12?  
How many driving examiners are employed in Wales?

## Download FOI response

  * [Questions and answers about waiting time in Wales and examiners (PDF, 24K)](http://assets.dft.gov.uk/foi/dsa-ia0036912/dsa-ia0036912a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0036912,http://assets.dft.gov.uk/foi/dsa-ia0036912/dsa-ia0036912a.pdf,"Questions and answers about waiting time in Wales and examiners (PDF, 24K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",122
http://www.dft.gov.uk/foi/dsa-ia003721,FOI,Practical test refund questions,Practical test refund questions,"## Summary

Request for copy of the relevant legislation covering the refunding of practical test fees, and the number of requests and succesful requests for refunds

## Download FOI response

  * [Questions and answers about refunds (PDF, 14K)](http://assets.dft.gov.uk/foi/dsa-ia0037212/dsa-ia0037212a.pdf)
  * [Section 21 exemption (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0037212/dsa-ia0037212b.pdf)
  * [Section 12 exemption (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0037212/dsa-ia0037212c.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 18 October 2012, ia0037212,http://assets.dft.gov.uk/foi/dsa-ia0037212/dsa-ia0037212a.pdf,"Questions and answers about refunds (PDF, 14K)",http://assets.dft.gov.uk/foi/dsa-ia0037212/dsa-ia0037212b.pdf,"Section 21 exemption (PDF, 11K)",http://assets.dft.gov.uk/foi/dsa-ia0037212/dsa-ia0037212c.pdf,"Section 12 exemption (PDF, 11K)",,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",123
http://www.dft.gov.uk/foi/dsa-ia003741,FOI,Line Management Chain for Driving Examiners,Line Management Chain for Driving Examiners,"## Summary

The line management chain for driving examiners 

## Download FOI response

  * [Line management chain for examiners (PDF, 37K)](http://assets.dft.gov.uk/foi/dsa-ia0037412/dsa-ia0037412a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0037412,http://assets.dft.gov.uk/foi/dsa-ia0037412/dsa-ia0037412a.pdf,"Line management chain for examiners (PDF, 37K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",124
http://www.dft.gov.uk/foi/dsa-ia003812,FOI,The cost of the introduction of a new voiceover into the theory test,The cost of the introduction of a new voiceover into the theory test,"## Summary

The cost of the introduction of a new voiceover into the theory test

## Download FOI response

  * [Question and answer about the costs associated with a new voiceover language (PDF, 16K)](http://assets.dft.gov.uk/foi/dsa-ia0038012/dsa-ia0038012a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 18 October 2012, ia0038012,http://assets.dft.gov.uk/foi/dsa-ia0038012/dsa-ia0038012a.pdf,"Question and answer about the costs associated with a new voiceover language (PDF, 16K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",125
http://www.dft.gov.uk/foi/dsa-ia003831,FOI,The Youngest Approved Motorcycle Instructor,The Youngest Approved Motorcycle Instructor,"## Summary

The youngest approved motorcycle instructor 

## Download FOI response

  * [The youngest instructor (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0038312/dsa-ia0038312a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0038312,http://assets.dft.gov.uk/foi/dsa-ia0038312/dsa-ia0038312a.pdf,"The youngest instructor (PDF, 11K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",126
http://www.dft.gov.uk/foi/dsa-ia003891,FOI,Car and motorcycle practical and theory tests statistics for Horsforth and Leeds,Car and motorcycle practical and theory tests statistics for Horsforth and Leeds,"## Summary

The number practical and theory car and motorcycle tests conducted at Leeds and Horsforth. The greatest number of attempts to pass. 

## Download FOI response

  * [Questions and answers about the practical and theory tests (PDF, 23K)](http://assets.dft.gov.uk/foi/dsa-ia0038912/dsa-ia0038912a.pdf)
  * [Section 21 exemption (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0038912/dsa-ia0038912b.pdf)
  * [Section 12 exemption (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0038912/dsa-ia0038912c.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0038912,http://assets.dft.gov.uk/foi/dsa-ia0038912/dsa-ia0038912a.pdf,"Questions and answers about the practical and theory tests (PDF, 23K)",http://assets.dft.gov.uk/foi/dsa-ia0038912/dsa-ia0038912b.pdf,"Section 21 exemption (PDF, 8K)",http://assets.dft.gov.uk/foi/dsa-ia0038912/dsa-ia0038912c.pdf,"Section 12 exemption (PDF, 8K)",,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",127
http://www.dft.gov.uk/foi/dsa-ia003911,FOI,Car theory test candidates taking their test more than 10 times at Leeds,The number of candidates taking their car theory test more than 10 times at Leeds,"## Summary

The number of candidates taking their car theory test more than 10 times at Leeds 

## Download FOI response

  * [Questions and answers about candidates at Leeds (PDF, 23K)](http://assets.dft.gov.uk/foi/dsa-ia0039112/dsa-ia0039112a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0039112,http://assets.dft.gov.uk/foi/dsa-ia0039112/dsa-ia0039112a.pdf,"Questions and answers about candidates at Leeds (PDF, 23K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",128
http://www.dft.gov.uk/foi/dsa-ia003951,FOI,Practical driving test fraud at Bradford's Heaton and Thornbury test centres,Practical driving test fraud at Bradford's Heaton and Thornbury test centres,"## Summary

How many driving tests at Bradford's Heaton and Thornbury test centres have been cancelled due to suspected driving test fraud over the last five years and how many prosecutions were made during the same period? 

## Download FOI response

  * [Questions and answers about test centres in Bradford (PDF, 23K)](http://assets.dft.gov.uk/foi/dsa-ia0039512/dsa-ia0039512a.pdf)
  * [Section 12 exemption (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0039512/dsa-ia0039512b.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0039512,http://assets.dft.gov.uk/foi/dsa-ia0039512/dsa-ia0039512a.pdf,"Questions and answers about test centres in Bradford (PDF, 23K)",http://assets.dft.gov.uk/foi/dsa-ia0039512/dsa-ia0039512b.pdf,"Section 12 exemption (PDF, 8K)",,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",129
http://www.dft.gov.uk/foi/dsa-ia003961,FOI,Assaults on and Bribes Offered to Driving Examiners,Assaults on and Bribes Offered to Driving Examiners,"## Summary

The number of verbal and physical assualts on driving examiners in 2011/12 and the number of bribes offered 

## Download FOI response

  * [Questions and answers about driving examiners (PDF, 23K)](http://assets.dft.gov.uk/foi/dsa-ia0039612/dsa-ia0039612a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0039612,http://assets.dft.gov.uk/foi/dsa-ia0039612/dsa-ia0039612a.pdf,"Questions and answers about driving examiners (PDF, 23K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",130
http://www.dft.gov.uk/foi/dsa-ia003971,FOI,Statistics about practical car tests and ADIs,Statistics about practical car tests and ADIs,"## Summary

The number practical tests conducted in Surrey and the number of approved driving instructors (ADIs) registered over the last five years. 

## Download FOI response

  * [Questions and answers about the number of practical tests and ADIs registered (PDF, 23K)](http://assets.dft.gov.uk/foi/dsa-ia0039712/dsa-ia0039712a.pdf)
  * [Section 21 exemption (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0039712/dsa-ia0039712b.pdf)
  * [Copies of previous FOI responses(PDF, 22K)](http://assets.dft.gov.uk/foi/dsa-ia0039712/dsa-ia0039712c.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0039712,http://assets.dft.gov.uk/foi/dsa-ia0039712/dsa-ia0039712a.pdf,"Questions and answers about the number of practical tests and ADIs registered (PDF, 23K)",http://assets.dft.gov.uk/foi/dsa-ia0039712/dsa-ia0039712b.pdf,"Section 21 exemption (PDF, 11K)",http://assets.dft.gov.uk/foi/dsa-ia0039712/dsa-ia0039712c.pdf,"Copies of previous FOI responses(PDF, 22K)",,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",131
http://www.dft.gov.uk/foi/dsa-ia003981,FOI,"Practical car tests taken at Trowbridge, Westbury, Chippenham and Swindon","Practical car tests taken at Trowbridge, Westbury, Chippenham and Swindon","## Summary

Questions about the number of practical car tests taken at Trowbridge, Westbury, Chippenham and Swindon  


## Download FOI response

## Download FOI response

  * [Questions and answers about the number of practical tests (PDF, 16K)](http://assets.dft.gov.uk/foi/dsa-ia0039812/dsa-ia0039812a.pdf)
  * [Table showing the number of tests(Excel, 45K)](http://assets.dft.gov.uk/foi/dsa-ia0039812/dsa-ia0039812b.xls)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0039812,http://assets.dft.gov.uk/foi/dsa-ia0039812/dsa-ia0039812a.pdf,"Questions and answers about the number of practical tests (PDF, 16K)",http://assets.dft.gov.uk/foi/dsa-ia0039812/dsa-ia0039812b.xls,"Table showing the number of tests(Excel, 45K)",,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",132
http://www.dft.gov.uk/foi/dsa-ia004011,FOI,The number of LGV category C and C+E conducted and passed since 2004/05,"The number of Large Goods Vehicle (LGV) category C and C+E conducted and passed since 2004/05 by test centre
","## Summary

The number of large goods vehicle (LGV) category C and C+E conducted and passed since 2004/05 by test centre

## Download FOI response

  * [Questions and answers about LGV tests (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0040112/dsa-ia0040112a.pdf)
  * [Table showing the number of tests (Excel, 76K)](http://assets.dft.gov.uk/foi/dsa-ia0040112/dsa-ia0040112b.xls)
  * [Section 36 exemption and public interest test (PDF, 18K)](http://assets.dft.gov.uk/foi/dsa-ia0040112/dsa-ia0040112c.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0040112,http://assets.dft.gov.uk/foi/dsa-ia0040112/dsa-ia0040112a.pdf,"Questions and answers about LGV tests (PDF, 11K)",http://assets.dft.gov.uk/foi/dsa-ia0040112/dsa-ia0040112b.xls,"Table showing the number of tests (Excel, 76K)",http://assets.dft.gov.uk/foi/dsa-ia0040112/dsa-ia0040112c.pdf,"Section 36 exemption and public interest test (PDF, 18K)",,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",133
http://www.dft.gov.uk/foi/dsa-ia004131,FOI,Attempts to pass practical car tests,Attempts to pass practical car tests ,"## Summary

Questions about the number of attempts it has taken for candidates to pass their practical car test 

## Download FOI response

  * [Questions and answers about the number of attempts (PDF, 9K)](http://assets.dft.gov.uk/foi/dsa-ia0041312/dsa-ia0041312a.pdf)
  * [Section 21 exemption (PDF, 12)](http://assets.dft.gov.uk/foi/dsa-ia0041312/dsa-ia0041312b.pdf)
  * [Table showing the number of attempts (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0041312/dsa-ia0041312c.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0041312,http://assets.dft.gov.uk/foi/dsa-ia0041312/dsa-ia0041312a.pdf,"Questions and answers about the number of attempts (PDF, 9K)",http://assets.dft.gov.uk/foi/dsa-ia0041312/dsa-ia0041312b.pdf,"Section 21 exemption (PDF, 12)",http://assets.dft.gov.uk/foi/dsa-ia0041312/dsa-ia0041312c.pdf,"Table showing the number of attempts (PDF, 8K)",,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",134
http://www.dft.gov.uk/foi/dsa-ia004211,FOI,Test Fee Refund Policy,Test Fee Refund Policy,"## Summary

A copy of DSA's policy which states that no driving test fee refund will be issued if a candidate cancels their test within three clear working days of their test date, even if the candidate isn't medically fit to take their test

## Download FOI response

  * [Question and answers about the refund policy (PDF, 17K)](http://assets.dft.gov.uk/foi/dsa-ia0042112/dsa-ia0042112a.pdf)
  * [Section 21 exemption (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0042112/dsa-ia0042112b.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0042112,http://assets.dft.gov.uk/foi/dsa-ia0042112/dsa-ia0042112a.pdf,"Question and answers about the refund policy (PDF, 17K)",http://assets.dft.gov.uk/foi/dsa-ia0042112/dsa-ia0042112b.pdf,"Section 21 exemption (PDF, 11K)",,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",135
http://www.dft.gov.uk/foi/dsa-ia004271,FOI,'Cheating' cases for theory and practical tests,'Cheating' cases for theory and practical tests,"## Summary

The number practical and theory tests where a candidate was suspected of cheating for the last three years and the outcome of the investigation 

## Download FOI response

  * [Questions and answers about suspected candidates (PDF, 14K)](http://assets.dft.gov.uk/foi/dsa-ia0042712/dsa-ia0042712a.pdf)
  * [Section 12 exemption (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0042712/dsa-ia0042712b.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0042712,http://assets.dft.gov.uk/foi/dsa-ia0042712/dsa-ia0042712a.pdf,"Questions and answers about suspected candidates (PDF, 14K)",http://assets.dft.gov.uk/foi/dsa-ia0042712/dsa-ia0042712b.pdf,"Section 12 exemption (PDF, 11K)",,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",136
http://www.dft.gov.uk/foi/dsa-ia004291,FOI,The Gender and Postcode of Candidates Taking Their Theory Test More Than 10 Times in Leeds,The Gender and Postcode of Candidates Taking Their Theory Test More Than 10 Times in Leeds,"## Summary

The gender and postcode of candidates taking their theory test more than 10 times in Leeds

## Download FOI response

  * [Questions and answers about candidates taking their test (PDF, 20K)](http://assets.dft.gov.uk/foi/dsa-ia0042912/dsa-ia0042912a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0042912,http://assets.dft.gov.uk/foi/dsa-ia0042912/dsa-ia0042912a.pdf,"Questions and answers about candidates taking their test (PDF, 20K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",137
http://www.dft.gov.uk/foi/dsa-ia004301,FOI,Approved driving instructor statistics and statistics about the number of practical driving tests,Approved driving instructors statistics and statistics about the number of practical driving tests,"## Summary

1) Number of driving instructors in the UK for today(year 2012)?  
2) How many people become driving instructors per year(approx.)?  
3) Where to find email addresses or contact details of some 1000 driving instructors so that I can survey or interview them?  
4) Number of pupils that sat their practice test in year 2009, 2010 and 2011?

## Download FOI response

  * [Questions and answers about ADIs and candidates taking tests (PDF, 13K)](http://assets.dft.gov.uk/foi/dsa-ia0043012/dsa-ia0043012a.pdf)
  * [Section 21 exemption (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0043012/dsa-ia0043012b.pdf)
  * [Section 40 exemption (PDF, 20K)](http://assets.dft.gov.uk/foi/dsa-ia0043012/dsa-ia0043012c.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0043012,http://assets.dft.gov.uk/foi/dsa-ia0043012/dsa-ia0043012a.pdf,"Questions and answers about ADIs and candidates taking tests (PDF, 13K)",http://assets.dft.gov.uk/foi/dsa-ia0043012/dsa-ia0043012b.pdf,"Section 21 exemption (PDF, 8K)",http://assets.dft.gov.uk/foi/dsa-ia0043012/dsa-ia0043012c.pdf,"Section 40 exemption (PDF, 20K)",,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",138
http://www.dft.gov.uk/foi/dsa-ia004331,FOI,Candidates taking their theory and practical car and motorcycle tests,Unique number of candidates who took their car and motorcycle theory and practical tests in 2011/12 and the number of first attempt passes,"## Summary

Unique number of candidates who sat their theory and practical tests in 2011/12 for both learner car drivers and motorcyclists and the number of first time passes

## Download FOI response

  * [Questions and answers about the practical and theory tests (PDF, 16K)](http://assets.dft.gov.uk/foi/dsa-ia0043312/dsa-ia0043312a.pdf)
  * [Section 21 exemption (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0043312/dsa-ia0043312b.pdf)
  * [Section 12 exemption (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0043312/dsa-ia0043312c.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0043312,http://assets.dft.gov.uk/foi/dsa-ia0043312/dsa-ia0043312a.pdf,"Questions and answers about the practical and theory tests (PDF, 16K)",http://assets.dft.gov.uk/foi/dsa-ia0043312/dsa-ia0043312b.pdf,"Section 21 exemption (PDF, 8K)",http://assets.dft.gov.uk/foi/dsa-ia0043312/dsa-ia0043312c.pdf,"Section 12 exemption (PDF, 8K)",,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",139
http://www.dft.gov.uk/foi/dsa-ia004361,FOI,Hazard perception part of the theory test,Hazard perception part of the theory test,"## Summary

A copy of the hazard perception introduction video that is shown at the start of the approved driving instructor hazard perception test and details of what is deemed as an inapproriate response

## Download FOI response

  * [Questions and answers about the hazard perception test (PDF, 13K)](http://assets.dft.gov.uk/foi/dsa-ia0043612/dsa-ia0043612a.pdf)
  * [Section 21 exemption (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0043612/dsa-ia0043612b.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0043612,http://assets.dft.gov.uk/foi/dsa-ia0043612/dsa-ia0043612a.pdf,"Questions and answers about the hazard perception test (PDF, 13K)",http://assets.dft.gov.uk/foi/dsa-ia0043612/dsa-ia0043612b.pdf,"Section 21 exemption (PDF, 8K)",,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",140
http://www.dft.gov.uk/foi/dsa-ia004381,FOI,Consecutive ADI check test grade 6,Consecutive ADI check test grade 6,"## Summary

Could you please tell me what the most successive grade six assessments made by an individual ADI is?

## Download FOI response

  * [ADI grade 6 (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0043812/dsa-ia0043812a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0043812,http://assets.dft.gov.uk/foi/dsa-ia0043812/dsa-ia0043812a.pdf,"ADI grade 6 (PDF, 11K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",141
http://www.dft.gov.uk/foi/dsa-ia004481,FOI,Car Practical and Theory Impersonation Cases,Car Practical and Theory Impersonation Cases,"## Summary

In the 2011/12 financial year, how many impersonation cases were reported to your Fraud and Integrity team in relation to car practical examinations and theory test examinations? What are the top three test centres involved? 

## Download FOI response

  * [Questions and answers about the number of impersonation cases (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0044812/dsa-ia0044812a.pdf)
  * [Section 30 exemption (PDF, 17K)](http://assets.dft.gov.uk/foi/dsa-ia0044812/dsa-ia0044812b.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 19 October 2012, ia0044812,http://assets.dft.gov.uk/foi/dsa-ia0044812/dsa-ia0044812a.pdf,"Questions and answers about the number of impersonation cases (PDF, 11K)",http://assets.dft.gov.uk/foi/dsa-ia0044812/dsa-ia0044812b.pdf,"Section 30 exemption (PDF, 17K)",,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",142
http://www.dft.gov.uk/foi/dsa-ia004511,FOI,National and Dundee car test statistics,National and Dundee car test statistics including attempts,"## Summary

Car practical and theory pass rates both Nationally and at Dundee and details of the number of attempts to pass

## Download FOI response

  * [ Questions and answers about theory and practical tests and attempts (PDF, 19K)](http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112a.pdf)
  * [ Section 21 exemption (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112b.pdf)
  * [National practial test attempts table (PDF, 7K)](http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112c.pdf)
  * [Dundee practical test attempt table (PDF, 7K)](http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112d.pdf)
  * [National theory test pass and attempt table (PDF, 7K)](http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112e.pdf)
  * [Dundee theory test pass and attempt table (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112f.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0045112,http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112a.pdf," Questions and answers about theory and practical tests and attempts (PDF, 19K)",http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112b.pdf," Section 21 exemption (PDF, 8K)",http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112c.pdf,"National practial test attempts table (PDF, 7K)",http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112d.pdf,"Dundee practical test attempt table (PDF, 7K)",http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112e.pdf,"National theory test pass and attempt table (PDF, 7K)",http://assets.dft.gov.uk/foi/dsa-ia0045112/dsa-ia0045112f.pdf,"Dundee theory test pass and attempt table (PDF, 8K)",,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",143
