old_url,type,title,summary,body,publication_date_iso,publication_date,urn,attachment_1,attachment_1_title,attachment_2,attachment_2_title,publication_series,associated_policies,associated_organisations,geo_scope,geo_breakdown,i
http://www.dft.gov.uk/statistics/tables/acs0401,Table,ACS0401,"Download table ACS0401 – Travel time, destination and origin indicators to Employment centres by mode of travel, by local authority, England, from 2007 (XLS – 1,967 KB)","## Download table

  * [ACS0401 - Travel time, destination and origin indicators to Employment centres by mode of travel, by local authority, England, from 2007 (XLS - 1,967 KB)](http://assets.dft.gov.uk/statistics/tables/acs0401.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0401,http://assets.dft.gov.uk/statistics/tables/acs0401.xls,"ACS0401 – Travel time, destination and origin indicators to Employment centres by mode of travel, by local authority, England, from 2007 (XLS – 1,967 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,51
http://www.dft.gov.uk/statistics/tables/acs0402,Table,ACS0402,"Download table ACS0402 – Travel time, destination and origin indicators to Primary schools by mode of travel, by local authority, England, from 2007 (XLS – 1,280 KB)","## Download table

  * [ACS0402 - Travel time, destination and origin indicators to Primary schools by mode of travel, by local authority, England, from 2007 (XLS - 1,280 KB)](http://assets.dft.gov.uk/statistics/tables/acs0402.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0402,http://assets.dft.gov.uk/statistics/tables/acs0402.xls,"ACS0402 – Travel time, destination and origin indicators to Primary schools by mode of travel, by local authority, England, from 2007 (XLS – 1,280 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,52
http://www.dft.gov.uk/statistics/tables/acs0403,Table,ACS0403,"Download table ACS0403 – Travel time, destination and origin indicators to Secondary schools by mode of travel, by local authority, England, from 2007 (XLS – 1,414 KB)","## Download table

  * [ACS0403 - Travel time, destination and origin indicators to Secondary schools by mode of travel, by local authority, England, from 2007 (XLS - 1,414 KB)](http://assets.dft.gov.uk/statistics/tables/acs0403.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0403,http://assets.dft.gov.uk/statistics/tables/acs0403.xls,"ACS0403 – Travel time, destination and origin indicators to Secondary schools by mode of travel, by local authority, England, from 2007 (XLS – 1,414 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,53
http://www.dft.gov.uk/statistics/tables/acs0404,Table,ACS0404,"Download table ACS0404 – Travel time, destination and origin indicators to Further Education institutions by mode of travel, by local authority, England, from 2007 (XLS – 1080 KB)","## Download table

  * [ACS0404 - Travel time, destination and origin indicators to Further Education institutions by mode of travel, by local authority, England, from 2007 (XLS - 1080 KB)](http://assets.dft.gov.uk/statistics/tables/acs0404.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 3556

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0404,http://assets.dft.gov.uk/statistics/tables/acs0404.xls,"ACS0404 – Travel time, destination and origin indicators to Further Education institutions by mode of travel, by local authority, England, from 2007 (XLS – 1080 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,54
http://www.dft.gov.uk/statistics/tables/acs0405,Table,ACS0405,"Download table ACS0405 – Travel time, destination and origin indicators to GPs by mode of travel, by local authority, England, from 2007 (XLS – 1,122 KB)","## Download table

  * [ACS0405 - Travel time, destination and origin indicators to GPs by mode of travel, by local authority, England, from 2007 (XLS - 1,122 KB)](http://assets.dft.gov.uk/statistics/tables/acs0405.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0405,http://assets.dft.gov.uk/statistics/tables/acs0405.xls,"ACS0405 – Travel time, destination and origin indicators to GPs by mode of travel, by local authority, England, from 2007 (XLS – 1,122 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,55
http://www.dft.gov.uk/statistics/tables/acs0406,Table,ACS0406,"Download table ACS0406 – Travel time, destination and origin indicators to Hospitals by mode of travel, by local authority, England, from 2007 (XLS – 1,414 KB)","## Download table

  * [ACS0406 - Travel time, destination and origin indicators to Hospitals by mode of travel, by local authority, England, from 2007 (XLS - 1,414 KB)](http://assets.dft.gov.uk/statistics/tables/acs0406.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0406,http://assets.dft.gov.uk/statistics/tables/acs0406.xls,"ACS0406 – Travel time, destination and origin indicators to Hospitals by mode of travel, by local authority, England, from 2007 (XLS – 1,414 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,56
http://www.dft.gov.uk/statistics/tables/acs0407,Table,ACS0407,"Download table ACS0407 – Travel time, destination and origin indicators to Food stores by mode of travel, by local authority, England, from 2007 (XLS – 1,579 KB)","## Download table

  * [ACS0407 - Travel time, destination and origin indicators to Food stores by mode of travel, by local authority, England, from 2007 (XLS - 1,579 KB)](http://assets.dft.gov.uk/statistics/tables/acs0407.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0407,http://assets.dft.gov.uk/statistics/tables/acs0407.xls,"ACS0407 – Travel time, destination and origin indicators to Food stores by mode of travel, by local authority, England, from 2007 (XLS – 1,579 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,57
http://www.dft.gov.uk/statistics/tables/acs0408,Table,ACS0408,"Download table ACS0408 – Travel time, destination and origin indicators to Town centres by mode of travel, by local authority, England, from 2007 (XLS – 927 KB)","## Download table

  * [ACS0408 - Travel time, destination and origin indicators to Town centres by mode of travel, by local authority, England, from 2007 (XLS - 927 KB)](http://assets.dft.gov.uk/statistics/tables/acs0408.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0408,http://assets.dft.gov.uk/statistics/tables/acs0408.xls,"ACS0408 – Travel time, destination and origin indicators to Town centres by mode of travel, by local authority, England, from 2007 (XLS – 927 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,58
http://www.dft.gov.uk/statistics/tables/acs0501,Table,ACS0501,"Download table ACS0501 – Travel time, destination and origin indicators to Employment centres by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 157,746 KB)","## Download table

  * [ACS0501 - Travel time, destination and origin indicators to Employment centres by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS - 157,746 KB)](http://assets.dft.gov.uk/statistics/tables/acs0501.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0501,http://assets.dft.gov.uk/statistics/tables/acs0501.xls,"ACS0501 – Travel time, destination and origin indicators to Employment centres by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 157,746 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,59
http://www.dft.gov.uk/statistics/tables/acs0502,Table,ACS0502,"Download table ACS0502 – Travel time, destination and origin indicators to Primary schools by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 112,962 KB)","## Download table

  * [ACS0502 - Travel time, destination and origin indicators to Primary schools by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS - 112,962 KB)](http://assets.dft.gov.uk/statistics/tables/acs0502.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0502,http://assets.dft.gov.uk/statistics/tables/acs0502.xls,"ACS0502 – Travel time, destination and origin indicators to Primary schools by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 112,962 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,60
http://www.dft.gov.uk/statistics/tables/acs0503,Table,ACS0503,"Download table ACS0503 – Travel time, destination and origin indicators to Secondary schools by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 127,476 KB)","## Download table

  * [ACS0503 - Travel time, destination and origin indicators to Secondary schools by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS - 127,476 KB)](http://assets.dft.gov.uk/statistics/tables/acs0503.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0503,http://assets.dft.gov.uk/statistics/tables/acs0503.xls,"ACS0503 – Travel time, destination and origin indicators to Secondary schools by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 127,476 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,61
http://www.dft.gov.uk/statistics/tables/acs0504,Table,ACS0504,"Download table ACS0504 - Travel time, destination and origin indicators to Further Education institutions by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS - 85,199 KB)","`  


## Download table

  * [ACS0504 - Travel time, destination and origin indicators to Further Education institutions by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS - 85,199 KB)](http://assets.dft.gov.uk/statistics/tables/acs0504.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format

`
",2011-06-23,23 June 2011,ACS0504,http://assets.dft.gov.uk/statistics/tables/acs0504.xls,"ACS0504 - Travel time, destination and origin indicators to Further Education institutions by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS - 85,199 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,62
http://www.dft.gov.uk/statistics/tables/acs0505,Table,ACS0505,"Download table ACS0505 – Travel time, destination and origin indicators to GPs by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 120,511 KB)","## Download table

  * [ACS0505 - Travel time, destination and origin indicators to GPs by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS - 120,511 KB)](http://assets.dft.gov.uk/statistics/tables/acs0505.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0505,http://assets.dft.gov.uk/statistics/tables/acs0505.xls,"ACS0505 – Travel time, destination and origin indicators to GPs by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 120,511 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,63
http://www.dft.gov.uk/statistics/tables/acs0506,Table,ACS0506,"Download table ACS0506 – Travel time, destination and origin indicators to Hospitals by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 114,230 KB)","## Download table

  * [ACS0506 - Travel time, destination and origin indicators to Hospitals by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS - 114,230 KB)](http://assets.dft.gov.uk/statistics/tables/acs0506.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0506,http://assets.dft.gov.uk/statistics/tables/acs0506.xls,"ACS0506 – Travel time, destination and origin indicators to Hospitals by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 114,230 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,64
http://www.dft.gov.uk/statistics/tables/acs0507,Table,ACS0507,"Download table ACS0507 – Travel time, destination and origin indicators to Food stores by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 127,544 KB)","## Download table

  * [ACS0507 - Travel time, destination and origin indicators to Food stores by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS - 127,544 KB)](http://assets.dft.gov.uk/statistics/tables/acs0507.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0507,http://assets.dft.gov.uk/statistics/tables/acs0507.xls,"ACS0507 – Travel time, destination and origin indicators to Food stores by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 127,544 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,65
http://www.dft.gov.uk/statistics/tables/acs0508,Table,ACS0508,"Download table ACS0508 – Travel time, destination and origin indicators to Town centres by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 74,000 KB)","## Download table

  * [ACS0508 - Travel time, destination and origin indicators to Town centres by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS - 74,000 KB)](http://assets.dft.gov.uk/statistics/tables/acs0508.xls)

## Contact us

  * [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4139

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [subnational.stats@dft.gsi.gov.uk](mailto:subnational.stats@dft.gsi.gov.uk) for an alternative format
",2011-06-23,23 June 2011,ACS0508,http://assets.dft.gov.uk/statistics/tables/acs0508.xls,"ACS0508 – Travel time, destination and origin indicators to Town centres by mode of travel, Lower Super Output Area (LSOA), England, from 2007 (XLS – 74,000 KB)",,,Accessibility,"Cycling / Cyclists, Journey time, Mode of travel, Walking / Pedestrians",Department for Transport,England,Local authorities,66
http://www.dft.gov.uk/statistics/tables/att0201,Table,ATT0201,Download table ATT0201 – Levels of belief in climate change (XLS – 46 KB),"## Download table

  * [ATT0201 -  
Levels of belief in climate change (XLS - 46 KB)](http://assets.dft.gov.uk/statistics/tables/att0201.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0201,http://assets.dft.gov.uk/statistics/tables/att0201.xls,"ATT0201 –
Levels of belief in climate change (XLS – 46 KB)",,,Public attitudes to transport,Public attitudes,Department for Transport,Great Britain,Not applicable,67
http://www.dft.gov.uk/statistics/tables/att0202,Table,ATT0202,Download table ATT0202 – Levels of concern about climate change (XLS – 48 KB),"## Download table

  * [ATT0202 -  
Levels of concern about climate change (XLS - 48 KB)](http://assets.dft.gov.uk/statistics/tables/att0202.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0202,http://assets.dft.gov.uk/statistics/tables/att0202.xls,"ATT0202 –
Levels of concern about climate change (XLS – 48 KB)",,,Public attitudes to transport,Public attitudes,Department for Transport,Great Britain,Not applicable,68
http://www.dft.gov.uk/statistics/tables/att0203,Table,ATT0203,Download table ATT0203 – Perceived personal influence with regards to limiting climate change (XLS – 50 KB),"## Download table

  * [ATT0203 -  
Perceived personal influence with regards to limiting climate change (XLS - 50 KB)](http://assets.dft.gov.uk/statistics/tables/att0203.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0203,http://assets.dft.gov.uk/statistics/tables/att0203.xls,"ATT0203 –
Perceived personal influence with regards to limiting climate change (XLS – 50 KB)",,,Public attitudes to transport,"Personal travel, Public attitudes",Department for Transport,Great Britain,Not applicable,69
http://www.dft.gov.uk/statistics/tables/att0204,Table,ATT0204,Download table ATT0204 – Willingness to change behaviour to limit climate change (XLS – 52 KB),"## Download table

  * [ATT0204 - Willingness to change behaviour to limit climate change (XLS - 52 KB)](http://assets.dft.gov.uk/statistics/tables/att0204.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0204,http://assets.dft.gov.uk/statistics/tables/att0204.xls,ATT0204 – Willingness to change behaviour to limit climate change (XLS – 52 KB),,,Public attitudes to transport,"Personal travel, Public attitudes",Department for Transport,Great Britain,Not applicable,70
http://www.dft.gov.uk/statistics/tables/att0205,Table,ATT0205,Download table ATT0205 – Perceived contributors to climate change (XLS – 27 KB),"## Download table

  * [ATT0205 -  
Perceived contributors to climate change (XLS - 27 KB)](http://assets.dft.gov.uk/statistics/tables/att0205.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0205,http://assets.dft.gov.uk/statistics/tables/att0205.xls,"ATT0205 –
Perceived contributors to climate change (XLS – 27 KB)",,,Public attitudes to transport,"Contributory factors, Personal travel, Public attitudes",Department for Transport,Great Britain,Not applicable,71
http://www.dft.gov.uk/statistics/tables/att0206,Table,ATT0206,Download table ATT0206 – Which forms of transport are perceived as contributing to climate change (XLS – 28 KB),"## Download table

  * [ATT0206 -  
Which forms of transport are perceived as contributing to climate change (XLS - 28 KB)](http://assets.dft.gov.uk/statistics/tables/att0206.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0206,http://assets.dft.gov.uk/statistics/tables/att0206.xls,"ATT0206 –
Which forms of transport are perceived as contributing to climate change (XLS – 28 KB)",,,Public attitudes to transport,"Aircraft, Buses and coaches, Cars, Contributory factors, Goods vehicles, Mode of travel, Public attitudes, Ships",Department for Transport,Great Britain,Not applicable,72
http://www.dft.gov.uk/statistics/tables/att0207,Table,ATT0207,Download table ATT0207 – Frequency of car travel (XLS – 47 KB),"## Download table

  * [ATT0207 -  
Frequency of car travel (XLS - 47 KB)](http://assets.dft.gov.uk/statistics/tables/att0207.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0207,http://assets.dft.gov.uk/statistics/tables/att0207.xls,"ATT0207 –
Frequency of car travel (XLS – 47 KB)",,,Public attitudes to transport,"Cars, Public attitudes",Department for Transport,Great Britain,Not applicable,73
http://www.dft.gov.uk/statistics/tables/att0208,Table,ATT0208,Download table ATT0208 – Change in level of car use over the last 12 months (XLS – 47 KB),"## Download table

  * [ATT0208 -  
Change in level of car use over the last 12 months (XLS - 47 KB)](http://assets.dft.gov.uk/statistics/tables/att0208.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0208,http://assets.dft.gov.uk/statistics/tables/att0208.xls,"ATT0208 –
Change in level of car use over the last 12 months (XLS – 47 KB)",,,Public attitudes to transport,"Cars, Personal travel, Public attitudes",Department for Transport,England,Local authorities,74
http://www.dft.gov.uk/statistics/tables/att0209,Table,ATT0209,Download table ATT0209 – Willingness to reduce car use (XLS – 48 KB),"## Download table

  * [ATT0209 -  
Willingness to reduce car use (XLS - 48 KB)](http://assets.dft.gov.uk/statistics/tables/att0209.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0209,http://assets.dft.gov.uk/statistics/tables/att0209.xls,"ATT0209 –
Willingness to reduce car use (XLS – 48 KB)",,,Public attitudes to transport,"Cars, Personal travel, Public attitudes",Department for Transport,Great Britain,Not applicable,75
http://www.dft.gov.uk/statistics/tables/att0210,Table,ATT0210,"Download table ATT0210 – Proportion of adults willing to reduce their car use, broken down by opinions on achievability (XLS – 42 KB)","## Download table

  * [ATT0210 -  
Proportion of adults willing to reduce their car use, broken down by opinions on achievability (XLS - 42 KB)](http://assets.dft.gov.uk/statistics/tables/att0210.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0210,http://assets.dft.gov.uk/statistics/tables/att0210.xls,"ATT0210 –
Proportion of adults willing to reduce their car use, broken down by opinions on achievability (XLS – 42 KB)",,,Public attitudes to transport,"Cars, Personal travel, Public attitudes",Department for Transport,Great Britain,Not applicable,76
http://www.dft.gov.uk/statistics/tables/att0211,Table,ATT0211,Download table ATT0211 – Willingness to share car journeys more often instead of driving alone – full license holders only (XLS – 47 KB),"## Download table

  * [ATT0211 -  
Willingness to share car journeys more often instead of driving alone - full license holders only (XLS - 47 KB)](http://assets.dft.gov.uk/statistics/tables/att0211.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0211,http://assets.dft.gov.uk/statistics/tables/att0211.xls,"ATT0211 –
Willingness to share car journeys more often instead of driving alone – full license holders only (XLS – 47 KB)",,,Public attitudes to transport,"Cars, Drivers, Personal travel, Public attitudes",Department for Transport,Great Britain,Not applicable,77
http://www.dft.gov.uk/statistics/tables/att0212,Table,ATT0212,"Download table ATT0212 – Proportion of drivers willing to share car journeys more often rather than driving alone, broken down by opinions on achievability – full licence holders only (XLS – 41 KB)","## Download table

  * [ATT0212 -  
Proportion of drivers willing to share car journeys more often rather than driving alone, broken down by opinions on achievability - full licence holders only (XLS - 41 KB)](http://assets.dft.gov.uk/statistics/tables/att0212.xls)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format
",2012-01-26,26 January 2012,ATT0212,http://assets.dft.gov.uk/statistics/tables/att0212.xls,"ATT0212 –
Proportion of drivers willing to share car journeys more often rather than driving alone, broken down by opinions on achievability – full licence holders only (XLS – 41 KB)",,,Public attitudes to transport,"Cars, Drivers, Personal travel, Public attitudes",Department for Transport,Great Britain,Not applicable,78
