old_url,i,body,associated_organisations,title,delivered_on_date,summary,delivered_by,date,speech_type,associated_policies
http://www.dft.gov.uk/news/statements/penning-20100118a,93,"**Parliamentary Under-Secretary of State for Transport (Mike Penning):** The Driving Standards Agency (DSA) is responsible for setting standards and conducting theory and practical driving tests for motorists in England and Wales. The DSA is a trading fund which is funded by the fees received from customers, which are set at a level to recover its costs. The DSA therefore has a duty to ensure its costs are kept at the minimum possible level in the interests of its customers, while maintaining standards of service.  That means being as efficient as possible in every area of work and considering closely any areas of spending which may not be necessary

Following a review of its operations the DSA has decided to close its area office at Caradog House in Cardiff.

The office has 87 staff who provide administrative support for DSA within Wales, the South of England and London areas - mainly in deployment of examiners, customer service and test centre property management and procurement activities. 

Staff have been informed of the decision.  There will now be a period of consultation with trade unions.  The consultation will be completed by 19 April 2011.

Possible redeployment options for the staff concerned are being explored. It is intended to retain a small office to support some operational staff in the area. Other responsibilities will be transferred to DSA's headquarters in Nottingham and northern area office in Newcastle.

Closure of Caradog House will not affect testing provision in Wales and the DSA will continue to provide services under its agreed Welsh Language Scheme.

 
",Department for Transport,The closure of the Driving Standards Agency office in Cardiff,18 January 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2011-01-18,Written statement,"Roads, Road safety"
http://www.dft.gov.uk/news/statements/penning-20101216,94,"**Parliamentary Under-Secretary of State for Transport (Mike Penning):** The United Kingdom is fortunate to have strong and effective front-line Search and Rescue capabilities, many of which are provided by volunteers, including some 3,500 volunteer Coastguards carrying out coastal rescues, the lifeboats operated by the Royal National Lifeboat Institution and the volunteer Mountain Rescue Teams. I would like to pay tribute to the dedication and commitment of these volunteers who provide a long-standing example of the contribution that individuals can make to the society in which they live.

Our front-line Search and Rescue services could not, however, function effectively and save the lives that they do without effective arrangements to identify and manage incidents, including directing the best placed and most suitable rescue assets to the scene. These arrangements are provided through our regular Coastguard officers who also monitor ship movements around our coasts, provide information and services to seafarers and recreational water users, operate Vessel Traffic Monitoring Schemes in some locations, including the English Channel, contribute to counter-pollution activities in our waters and support our volunteer Coastguard force. They are currently located in 18 Maritime Rescue Coordination Centres around the UK.

The Coastguard has a long and distinguished history.  But in common with all public services it cannot stand still. Our seas are becoming busier with larger ships and increasing numbers of offshore renewable energy platforms, making key areas of our seas more congested. There are also increasing numbers of people using our beaches, coastlines and seas for leisure activities.

The current organisation of the Coastguard - which dates back some forty years - is not well placed to respond to these challenges.  The lack of national coordination between the centres can result in limited resilience and an uneven distribution of the workload, especially during busy periods. 

The latest technologies offer opportunities to address these issues and to modernise the Coastguard enabling it to deliver a more integrated and improved level of service, at lower cost, with better-rewarded staff taking on increased responsibilities and with enhanced career opportunities.

With these objectives in mind, I am today launching a 14 week consultation about the modernisation of the Coastguard Service. The consultation document, which is available in the Libraries of the House and on the Maritime and Coastguard Agency website [www.mcga.gov.uk](http://www.mcga.gov.uk/), sets out proposals to:

  * Establish two nationally networked Maritime Operations Centres, located at Aberdeen and the Southampton/Portsmouth area, capable of managing maritime incidents wherever and whenever they occur and with improved information systems, together with a 24 hour centre at Dover looking over the busy Channel Traffic Separation Scheme.
  * Provide for five other sub-centres, fully integrated into the national network around the coast and operating during daylight hours. On the basis of an evaluation of the existing sites and the facilities available at them, it is proposed three of these should be located at Falmouth, Humber and Swansea.  We also require sub-centres at either Belfast or Liverpool and either Stornoway or Shetland. The case for selection between these locations is more marginal. We are therefore inviting comments and information about factors that should influence the choice of sites for these two sub-centres.
  * Provide high quality and demanding jobs for our Coastguards, with the job weight and pay reflecting the increased demands placed upon them in line with Civil Service pay guidelines.
  * Strengthen the leadership and support provided to our volunteer Coastguards in the Coastguard Rescue Service.
  * Improve present levels of service to the public while reducing costs.

The proposals do not affect the small centre operated by the Coastguard alongside the Port of London Authority on the Thames in London. 

These changes will strengthen the Coastguard service by dealing with potential points of weakness in current structures and adding resilience throughout the system while also maintaining strong regional links and enhancing front-line rescue services through the volunteer Coastguard.

 
",Department for Transport,Modernisation of coastguard services,16 December 2010,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2010-12-16,Written statement,"Shipping, UK search and rescue, UK shipping industry"
http://www.dft.gov.uk/news/statements/penning-20101220,95,"**Parliamentary Under-Secretary of State for Transport (Mike Penning):** I am today publishing an [interim report](http://www.dft.gov.uk/publications/report-of-the-motorcycle-test-review/#) on the review of motorcycle testing in Great Britain, which I launched on 8 June 2010. Last week I met the working group established to conduct the review and we agreed a set of high level findings and next steps. This group included members of the motorcycle industry, trainers, riders' representatives, road safety and local authority bodies as well as DSA and DfT officials. I will be placing the report on the Departments website www.dft.gov.uk and in the Libraries of the House.

While there is more work to be done on the detail, the review has helpfully identified a set of changes to the test which have the potential to deliver my objectives for a new motorcycle test.  My goal is to see the practical test delivered as a single on-road event in a way which will maintain riding standards, protect safety and increase accessibility of the test to all candidates. The work delivered by the group includes a new hazard avoidance manoeuvre which - subject to further trialling - can be carried out on the road, as well as ways to perform the other specified manoeuvres on the road. The working group has also suggested that the slow manoeuvres (manual handling, slalom, figure of eight, U turn and slow ride) might better be examined at training centres, ahead of the main test, by delegated examiners employed by the training industry. It could be followed by a single event on road test conducted by DSA, including the remaining manoeuvres and the other elements of the road based test. This approach needs further development with the training industry. 

The next step for the review will be to hold wider trials, with test-level candidates, to verify the standards, suitability and safety of the new manoeuvres, including a number of on road sites, to establish the criteria for safe on road testing. This will be followed by public consultation on the proposed changes. We will aim to implement a new test by the end of 2011 or early 2012, including on road testing initially in priority areas which are poorly served by the current network of off road test centres. Any changes to the manoeuvres would be implemented for all tests at all locations. Subject to further work on safety, cost and value for money, there would be a phased introduction of on-road testing moving to general adoption as soon as possible. Changes to the test will need to be monitored and kept under review to ensure that the review objectives are delivered in practice.

I am grateful to the members of this group for their work and note that many of them have given up their own time to contribute to the review. 

 
",Department for Transport,Motorcycle testing,20 December 2010,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2010-12-20,Statement,"Roads, Road safety, Vehicles"
http://www.dft.gov.uk/news/statements/penning-20110113,96,"**Parliamentary Under-Secretary of State for Transport (Mike Penning):** I am today publishing a consultation document which sets out the Government's proposals for implementing Part 3 of the Equality Act 2010 in respect of ships and hovercraft.

Part 3 of the Equality Act 2010 deals with discrimination, victimisation and harassment in the provision of services and the exercise of public functions. Bringing clarity and uniformity to anti-discrimination legislation as it applies to transporting people by ship or hovercraft and a service provided on such vessels is necessary as the scope and the territorial application of such legislation is far from clear. People receiving services onboard ships and hovercraft should, as far as it is reasonable to do so, have the same protection as they would on land.

Nevertheless, discrimination onboard ships and hovercraft is not reported as being a significant problem. So the intended policy approach is to maintain, as far as it is reasonable to do so, the protection which already exists against both direct and indirect discrimination, harassment and victimisation but to make the scope and extent of the legislation much simpler and clearer. Anti-discrimination legislation, in respect of the protected characteristic of disability, will however be strengthened in relation to ships and hovercraft when the EU Regulation on the rights of passengers travelling by sea and inland waterway comes into force in the UK.

This consultation will assist Government in determining how Part 3 is to apply to ships and hovercraft in relation to the actual service of transporting people and the provision of services onboard such vessels as well as those matters relating to performance of a public function in so far as it relates to disability discrimination.

The Government seek interested parties' views on the proposals. The consultation document and the impact assessment are available on the Department for Transport's website. Copies of these documents have been placed in the Libraries of both Houses.

 
",Department for Transport,Application of Part 3 of the Equality Act to Ships and Hovercraft,13 January 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2011-01-13,Written statement,"Shipping, UK shipping industry"
http://www.dft.gov.uk/news/statements/penning-20110118,97,"**Parliamentary Under-Secretary of State for Transport (Mike Penning):** In my statement to the House on marine aids to navigation of 26 July 2010 [_Official Report, Columns 75-76WS_], I said that the Government believes a solution needs to be found as soon as possible to the imbalance of funding for marine aids to navigation in the Republic of Ireland. I am pleased to inform the House that the Irish Transport Minister and I have now reached an understanding on the reform of the funding of the Commissioners of Irish Lights.

The Commissioners of Irish Lights is the general lighthouse authority which has provided marine aids to navigation for the benefit of mariners visiting and passing the shores of the whole island of Ireland for hundreds of years. The organisation has come to symbolise the close friendship and shared history of our nations.

For many years, the funding of the Commissioners of Irish Lights work has been a joint undertaking, its costs being met primarily from light dues income from commercial shipping raised in both our jurisdictions and paid into the General Lighthouse Fund.

This funding mechanism has been the subject of debate for a number of years and there have been calls to facilitate a more equitable arrangement, whereby the costs of the work of the Commissioners in the Republic of Ireland is funded solely from sources of income there.

The Irish Transport Minister and I have reached an understanding that we will aim to see the Commissioners of Irish Lights self-financing by 2015-16. This understanding will facilitate the long-term sustainable funding of the Commissioners of Irish Lights and ensure the continued co-operation of the United Kingdom and Republic of Ireland in the provision of marine aids to navigation.

 
",Department for Transport,The funding of the Commissioners of Irish Lights,18 January 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2011-01-18,Written statement,"Shipping, UK shipping industry"
http://www.dft.gov.uk/news/statements/penning-20110203,98,"**Parliamentary Under-Secretary of State for Transport (Mike Penning):** The Department for Transport has today published a consultation on proposals for changes to the driver medical standards on eyesight, epilepsy and diabetes.

The current driver licensing rules in the UK are based on the second European Council Directive on driving licences (91/439/EEC). The minimum medical standards for the issue of driving licences are detailed in Annex III of the second directive and the forthcoming third European Directive on driving licences. Officials and medical experts from across the European Union reviewed the standards for eyesight, diabetes and epilepsy. Following receipt of their reports to the European Commission, amendments to the standards were adopted in 2009 in directives 2009/112/EC and 2009/113/EC, and came into force 15 September 2010. 

The Secretary of State's experts on the Honorary Medical Advisory Panels for eyesight, diabetes and neurology have considered the medical directives and how these compare with existing UK standards. For the most part the medical directives relax or more precisely define existing EU minimum medical standards. While UK standards must be at least at the level of a minimum standard we are not required by EU law to relax existing domestic standards where these are higher than the EU standards. However, where the Panel has advised that a relaxation is consistent with road safety we are recommending that this is adopted. The implementation of these revised standards is the basis of the consultation.

The consultation period will run until 28 April 2011. Copies of the consultation document have been placed on the Library of the House. Further copies are available on the DfT and DVLA websites at www.dft.gov.uk or www.dvla.gov.uk. Depending on comments received and the Department's response, amendment for any change will be made to regulations or guidance issued to medical practitioners.

 
",Department for Transport,Drivers' medical standards,3 February 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2011-02-03,Written statement,"Roads, Road safety"
http://www.dft.gov.uk/news/statements/penning-20110314,99,"**The Parliamentary Under Secretary of State for Transport (Mike Penning):** My statement of 16 December 2010 announced the commencement of a consultation on proposals for the modernisation of the Coastguard Service, concluding on 24 March. These proposals cover both the reorganisation of the rescue co-ordination work undertaken by regular Coastguard officers and specifically includes an investment of resources to strengthen the support given to the volunteers in the Coastguard Rescue Service who serve their local communities by providing an effective, knowledgeable and responsive local rescue service.

An extensive programme of public engagement meetings organised by the Coastguard will be completed by 16 March 2011. I have been very grateful for the contributions of all of those who have attended these meetings. However, to give all interested parties more time to further develop their thoughts and submissions, including alternative proposals, I have decided to extend the period for submission of written responses by a further six weeks to 5 May 2011.

The Transport Select Committee has also announced its intention to hold an inquiry into the modernisation proposals. Provided the Transport Select Committee is able to produce its report in a timely manner, I would expect to allow a further short period for consultation following publication of that report.

 
",Department for Transport,Modernisation of the coastguard service,14 March 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2011-03-14,Written statement,"Shipping, UK shipping industry"
http://www.dft.gov.uk/news/statements/penning-20110330,100,"**The Parliamentary Under Secretary of State for Transport (Mike Penning):** I wish to inform the House of a further development concerning the Government's legislation to regulate ship-to-ship transfers of oil carried as cargo.

In July-September 2010, a review of the Merchant Shipping (Ship-to-Ship Transfers) Regulations 2010, SI 2010 No. 1228, was conducted in view of concerns expressed about those Regulations.

The Merchant Shipping (Ship-to-Ship Transfers) (Amendment) Regulations 2010, SI 2010 No. 1769, delayed the commencement provisions of SI 2010 No. 1228 for six months (ie so that the earliest date any of its provisions would come into force was 1 April 2011), to ensure the provisions of SI 2010 No. 1228 did not come into force before the completion of the review.

Amending Regulations have been drafted, and work is in train to ensure that these amending Regulations take account of representations made. However, consideration of the impact of these regulations on business will take time and is unlikely to be completed until May at the earliest.

Accordingly, I am laying before the House a Statutory Instrument which will delay the commencement provisions of SI 2010 No. 1228 for a further six months (until the next Common Commencement Date, which is 1 October 2011), to ensure that the provisions of SI 2010 No. 1228 do not come into force on 1 April in their unamended form.

## Download

  * [Extension of review of ship to ship transfer Regs 2010 - analytical summary of points of substance (PDF - 64 KB)](http://webarchive.nationalarchives.gov.uk/20111005113125/http://assets.dft.gov.uk/publications/shipping/extension-of-review-of-ship-to-ship-transfers-regs-analytical-points.pdf)
  * [Ministerial Statement by Parliamentary Under-Secretary of State for Transport, 06 December 2010, 'Outcome of review of Merchant Shipping (Ship to Ship Transfers) Regs 2010′](/news/statements/penning-20101208)

 
",Department for Transport,Merchant Shipping (Ship-to-Ship Transfers) Regulations 2010,30 March 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2011-03-30,Written statement,"Shipping, UK shipping industry"
http://www.dft.gov.uk/news/statements/penning-20110330b,101,"**The Parliamentary Under Secretary of State for Transport (Mike Penning)**: The Department for Transport has today published a consultation on a proposal to allow a 2.05 metre increase in the length of semi-trailers and a maximum overall length for articulated heavy goods vehicles of 18.75 metres. The current maximum permitted length of an articulated heavy goods vehicle is 16.5 metres, and the maximum length of semi-trailer compatible with that overall limit is 13.6 metres. However, the current maximum permitted length for a rigid vehicle/drawbar trailer combination is already 18.75 metres, so the new proposed maximum length for articulated goods vehicles would not mean longer vehicles than are already circulating on Britain's roads.

The proposal is based on research findings and an Impact Assessment. It would be a relaxation of the current regulatory requirement on the road haulage industry. The Government accepts the research findings which show it could have a significant potential net benefit to road haulage as well as wider benefits in terms of reductions in congestion, local air pollution, carbon emissions, accidents, noise and infrastructure costs.

In June 2009, following earlier work on longer, heavier vehicles, the Department for Transport commissioned a detailed study into the feasibility and impacts of allowing the use of longer semi-trailers in GB, within the existing weight limit of 44 tonnes gross vehicle weight (GVW). The primary objective was to establish whether the introduction of these high-volume semi-trailers would deliver overall economic, environmental and societal benefits or disbenefits.

The study considered two main possibilities: increasing the length of a semi-trailer by up to one metre to 14.6 metre in total, or increasing it by up to 2.05 metres. The latter option would increase the maximum permitted length of a semi-trailer to 15.65 metres, which would provide the same loading length as an existing rigid truck/drawbar trailer combination.

The study also considered the possibility of increasing the overall maximum permitted length of an articulated lorry to 18.75 metres. This would enable the development and use of tractor units with safer, more aerodynamic frontal designs in addition to high-volume semi-trailers.

Based on the findings of the study, the Government believes there is a good case for permitting both an increase of up to 2.05 metres in the length of semi-trailers and an increase in the overall permitted length of articulated vehicles to 18.75 metres. The existing weight limit of 44 tonnes GVW will remain in force. The consultation will enable the Department to develop a better understanding of the practical implications on road users generally of such an increase and to identify proportionate mitigation measures to minimise the risk of unintended adverse consequences. Depending on the outcome of the consultation, the Government will consider permitting the operation of high-volume semi-trailers on a trial basis pending the introduction of the necessary changes to current Regulations.  This trial could be helpful to determine whether or not mitigation measures are required.

The consultation will run until 21 June 2011. Copies of the Consultation Document have been placed on the Library of the House. Further copies are available on the DfT website at [www.dft.gov.uk](http://www.dft.gov.uk/). Depending on comments received and the Department's response, amendments may be made to regulations.

## Related documents

  * [Trial of longer semi-trailers](/topics/freight/road-freight/longer-semi-trailer-trial/)
  * [Statement: Mike Penning - Consultation on High-volume Semi-trailers (11 October 2011)](/news/statements/penning-20111011/)

 
",Department for Transport,Semi-trailers,30 March 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2011-03-30,Written statement,"Roads, Freight, Vehicles"
http://www.dft.gov.uk/news/statements/penning-20110405,102,"**The Parliamentary Under Secretary of State for Transport (Mike Penning)**: I wish to inform the House that the Government has decided not to opt in to the proposed Directive facilitating cross-border enforcement in the field of road safety at this stage.

The draft Directive intends to improve enforcement of certain road traffic offences committed using vehicles registered in another Member State. It aims to facilitate the exchange of registered keeper data between Member States' registration authorities, to help identify offenders.

While broadly supportive of the objectives behind this measure, the UK did not opt in to the Directive because, on balance, it did not appear to be in the UK's interests to do so at this stage.

In the UK we prosecute drivers for road traffic offences, rather than vehicle keepers. Given that the Directive only provides for the exchange of vehicle keeper information, we had concerns around our ability to effectively pursue fines against the drivers of the vehicles, in the absence of effective provision to compel foreign registered keepers to disclose who was driving the vehicle when the offence was committed.

We questioned the interaction of the Directive with the Prum Council Decisions, which the UK has signed up to, but not yet implemented, (""Prum"" provides for the exchange of keeper data between Member States in relation to criminal offences) and were concerned about how the necessary data protection mechanisms could be enforced.

Additionally, we did not consider that a fine would have enough of a deterrent effect to bring about increased behavioural change, since domestically, research shows that it is the fear of points on a licence, or losing the licence altogether which have the main effect on increasing compliance.

We also had concerns around affordability. There would be significant start-up and running costs were our police to use keeper information obtained under the proposed Directive for enforcement purposes.

Not opting in at this stage will give us the opportunity to carefully scrutinise the actual costs for setup and implementation of this Directive across Member States, informing any future decision on a possible post-adoption opt-in, which the Government will look at longer term.

A decision not to opt in to this particular Directive does not prevent the UK from engaging with the EU on other matters relating to road safety nor cooperating on enforcement and exchanging data where there are strong, mutual interests for this. The UK continues to plays a prominent part in developing EU strategy in these areas. We also expect that we will be able to continue to play a part in negotiating the final text of the Directive.

A copy of this statement has been placed in the libraries of both Houses. 

 
",Department for Transport,Directive of the European Parliament and of the Council facilitating cross-border enforcement in the field of road safety,5 April 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2011-04-05,Written statement,"Roads, Road management, Road safety"
http://www.dft.gov.uk/news/statements/penning-20110513,103,"**Parliamentary Under Secretary of State for Transport (Mike Penning):** I have today laid before the House draft affirmative Regulations which, if approved, will apply Part 5 (Work) of the Equality Act 2010 to work on ships and hovercraft and to seafarers.

The Regulations will ensure that, as far as possible, the level of protection afforded under Part 5 of the Equality Act 2010 is extended to those working at sea.  This was not done at the time that Part 5 of the Equality Act 2010 was commenced because further consideration needed to be given to the issue of seafarers' pay.

 As the law currently stands, section 9 of the Race Relations Act, 1976, provides that it is not unlawful for seafarers to be paid different rates of pay on the basis of their nationality if they were recruited outside Great Britain. This includes seafarers from EEA States and designated States, which are States with particular bilateral agreements with the European Union. The European Commission has been investigating a complaint that UK law does not comply with European Law and in January this year it issued a Reasoned Opinion on that basis.  In order to meet its Treaty obligations, the Government is obliged to bring UK law into line with European law.

The Regulations which I have laid before the House today will, if approved, apply Part 5 of the Equality Act to work on ships and hovercraft and to seafarers. The Government is already committed to the Equality Act 2010, most of which, including Part 5, was commenced on 1 October 2010.  The international nature of the shipping industry requires further clarity in specifying to which seafarers, working on which vessels, operating in which waters, Part 5 of the Act applies. The relevant provisions legislate in respect of employment, offering protection from discrimination, harassment and victimisation in relation to certain protected characteristics, these being age, disability, gender reassignment, pregnancy and maternity, race, religion and belief, sex and sexual orientation.  Section 81 of the Act contains the power to achieve this by means of an affirmative statutory instrument.

The power within section 81 of the Act is also wide enough to legislate in respect of differential pay.  The Regulations will, if approved, provide that it is not unlawful to offer to pay or pay different rates of pay to seafarers (applicants, employees and contract workers), other than those from EEA or designated states, if a person applies for work as a seafarer or is recruited as a seafarer outside Great Britain.

Under section 19 of the Equality Act 2010 (indirect discrimination), where an apparently neutral provision, criterion or practice has an effect which particularly disadvantages seafarers from EEA or designated states in terms of a difference in pay, this will nevertheless be lawful if the employer can show that the provision, criterion or practice is objectively justified.  If differential pay were challenged by a seafarer from an EEA or designated State, it would be for the employer to satisfy an employment tribunal as to that justification.

The Government has consulted with ship owners and the Chamber of Shipping as well as the Trades Unions before proceeding with this measure and has prepared an Impact Assessment.  In preparing these Regulations, we have applied the principles of our Reducing Regulation initiative and taken every care to ensure that the Regulations meet the requirements of EU law without unwarranted elaboration, the better to safeguard the continued competitiveness of the UK fleet.  We remain committed to the Red Ensign and to maintaining a sizeable, high quality and highly competitive fleet under the UK flag.

In accordance with Government policy on transforming the role of regulation in our society and reducing regulation, these Regulations will be reviewed every five years and the conclusions of such reviews will be published.

These Regulations will apply in England, Wales and Scotland while Northern Ireland will shortly be introducing similar regulations.

 
",Department for Transport,The Equality Act 2010 (Work on Ships and Hovercraft) Regulations 2011,13 May 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2011-05-13,Written statement,"Shipping, UK shipping industry"
http://www.dft.gov.uk/news/statements/penning-20110519,104,"**Parliamentary Under Secretary of State for Transport (Mike Penning)**: Today, I am publishing the preliminary report on investigation and closure procedures for motorway incidents.  The joint review carried out by my Department, the Association of Chief Police Officers (ACPO), the Highways Agency (HA), and the Home Office, looked at what needs to be done to reduce the duration of motorway closure incidents and help keep our motorways moving.  The report can be found on my Department's website - [www.dft.gov.uk](http://www.dft.gov.uk/) and an electronic copy has been lodged with the House library.

As set out within my Department's Business Plan, the review supports this Government's vision for a transport system which is an engine for economic growth, and its commitment to tackling the causes of congestion and unreliability on the strategic road network.

Motorway closures in England costs the economy around £1 billion a year, which is an unacceptable brake on the country's economic recovery.  Tackling the causes of congestion and keeping traffic moving is a vital element in securing the UK's prosperity.

As such, we completed a review of motorway closure incidents, to identify what improvements could be made to achieve the shortest timeline possible for managing such incidents.

The review led by this Department makes ten recommendations, the delivery of which will ensure that there is overall improvement in the time taken to reopen motorways following an incident. The recommendations are contained within the report.

I am also announcing DfT funding of around £3 million for laser scanning technology that can be used by the police for surveying incident scenes.  Recent trials by the police and HA have demonstrated that this can make a real difference in speeding up the investigation process. The £3m will be used to set up a fund which police forces can bid from to put towards the purchase of this technology. The fund will take a match funding approach thereby potentially enabling a larger number of forces to purchase and use this equipment across the strategic road network and local road network.

Later today, I will be chairing a national summit with representatives from all key incident management parties to discuss the review's findings, and to formally agree the high-level action plan on the way forward.  The majority of the review's recommendations are expected to be completed by the end of the year, and we remain on track to deliver on a further business plan commitment to set up and implement measures to reduce congestion caused by incidents by December 2012.  I am confident that by having open dialogue and by continuing to work closely with the emergency services and colleagues across Government in this collaborative manner, we can manage incidents effectively, efficiently and consistently.

 
",Department for Transport,Review of investigation/closure procedures for motorway incidents,19 May 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport",Mike Penning MP,2011-05-19,Written statement,"Roads, Road management, Road safety"
http://www.dft.gov.uk/news/statements/penning-20110608,105,"**The Parliamentary Under Secretary of State for Transport (Mike Penning)**: I wish to inform the House of a further development concerning the Government's legislation to regulate ship-to-ship transfers of oil carried as cargo.

As I explained in my Written Ministerial Statement on 30 March, amending Regulations have been drafted, and work is in train to ensure that these amending Regulations take account of representations made - including representations arising from an extension, over the period 9 February to 10 March 2011, of the review of the _Merchant Shipping (Ship-to-Ship Transfers) Regulations 2010_ for the benefit of Suffolk residents and bodies.

The conclusion which I drew from the main review which was carried out in July-September 2010 was that the provisions prohibiting all ship-to-ship transfers outside harbour authority areas will be replaced by provisions restricting ship-to-ship transfers outside harbour authority areas to a single designated area within the UK Territorial Sea and establishing a system of permits issued by the MCA, giving effect at the same time to the new chapter 8 of Annex I to the MARPOL Convention.

Having taken account of all the representations made, both in the main review and in the extension of the review in February and March, I have again come to the conclusion that this is the appropriate course of action and that the designated area for ship-to-ship transfers (other than in harbour authority waters) shall be the waters off the Suffolk coast where ship-to-ship transfers are already carried out.

The recognition of these waters off the Suffolk coast as a suitable area for carrying out ship-to-ship transfers is based on the Maritime and Coastguard Agency's and the industry's actual experience of the successful use of these waters for ship-to-ship transfer operations over a number of years without pollution of the seas and coasts. The MCA will continue to monitor such operations closely to ensure they are carried out to the highest possible safety standards.

I shall place an addition to the analytical table previously provided in December 2010, which summarises the points of substance made in the written representations and the meetings held with interested parties during the period of the extension of the review in February and March, in the libraries of both Houses and on the Department's website.

As I also indicated in my Written Ministerial Statement on 30 March, the amended _Merchant Shipping (Ship-to-Ship Transfers) Regulations 2010 _are intended to come into force on 1 October 2011. In common with other new domestic secondary legislation, these Regulations will contain provisions setting an automatic expiry date and requiring them to be reviewed in a specified number of years. 

  * [Extension of review of ship to ship transfer Regs 2010 - analytical summary of points of substance (PDF - 64 KB)](http://webarchive.nationalarchives.gov.uk/20111005113125/http://assets.dft.gov.uk/publications/shipping/extension-of-review-of-ship-to-ship-transfers-regs-analytical-points.pdf)
  * [Ministerial Statement by Parliamentary Under-Secretary of State for Transport, 06 December 2010, 'Outcome of review of Merchant Shipping (Ship-to-Ship Transfers) Regs 2010′](/news/statements/penning-20101206)

 
",Department for Transport,Ship to Ship Transfers,8 June 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport.",Mike Penning MP,2011-06-08,Written statement,"Shipping, UK shipping industry"
http://www.dft.gov.uk/news/statements/penning-20110622,106,"**Parliamentary Under-Secretary of State for Transport (Mike Penning)**: The Government's principal objective in supporting merchant navy training is to facilitate an adequate supply of UK maritime expertise to meet the nation's economic and strategic requirements, by assisting organisations providing merchant navy training. In this difficult economic period, the Government has decided that it is right to review the continuing requirement for Government support for training and skills development in this sector and how best to spend any continuing Government funding.

In my Written Ministerial Statement of 8 December 2010 [_Official Report_, cols 24-26WS] I announced my intention to commission a review and I can confirm that today I have launched an invitation to tender. The successful bidder will present its findings to an independent panel, which will report to me by the end of the year and make practical recommendations on how the economic requirement for trained seafarers in the UK can be best met, having regard to current financial constraints.

The terms of reference for the review are as follows:

  * to review the UK requirement for trained seafarers at sea over the next decade;
  * to review the UK requirement for trained seafarers ashore over the next decade;
  * to examine the extent to which the above requirements have to be met by UK seafarers;
  * to review the effectiveness and efficiency of the existing funding arrangements and the future need for Government intervention to ensure the supply of trained seafarers;
  * to identify options for supporting the training of seafarers and make recommendations which address the issue of value for money and are reflective of future UK requirements for trained seafarers;
  * to examine whether previous training targets are reflective of future needs.

## Download

  * [Ministerial statement, 8 December 2010 - Government support for the maritime industry and light dues update](http://www.dft.gov.uk/news/statements/penning-20101208)

 
",Department for Transport,Review of government support for maritime training scheme,22 June 2011,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport.",Mike Penning MP,2011-06-22,Written statement,"Shipping, UK shipping industry"
